Date,FR Tot Cas Confirmés,FR Tot Décès,FR Tot Guéris,FR Tot Hospitalisés,Source,WW Tot Cas Confirmés,WW Tot Décès,FR Nvx cas confirmés,FR Nvx Décès,FR Nvx Guéris,FR Nvx Hospitalisés
2020-01-24,3.0,0.0,3.0,0.0,sante-publique-france,897.0,26.0,0.0,0.0,0.0,0.0
2020-01-25,3.0,0.0,0.0,0.0,sante-publique-france,1329.0,41.0,0.0,0.0,0.0,0.0
2020-01-26,3.0,0.0,0.0,0.0,sante-publique-france,2026.0,56.0,0.0,0.0,0.0,0.0
2020-01-27,3.0,0.0,3.0,0.0,sante-publique-france,2820.0,81.0,0.0,0.0,3.0,0.0
2020-01-28,4.0,0.0,4.0,0.0,sante-publique-france,0.0,0.0,1.0,0.0,1.0,0.0
2020-01-29,5.0,0.0,5.0,0.0,sante-publique-france,6072.0,132.0,1.0,0.0,1.0,0.0
2020-01-30,6.0,0.0,6.0,0.0,sante-publique-france,7790.0,170.0,1.0,0.0,1.0,0.0
2020-01-31,6.0,0.0,6.0,0.0,sante-publique-france,9831.0,213.0,0.0,0.0,0.0,0.0
2020-02-01,6.0,0.0,6.0,0.0,no-data,9831.0,213.0,0.0,0.0,0.0,0.0
2020-02-02,6.0,0.0,6.0,0.0,ministere-sante,14600.0,305.0,0.0,0.0,0.0,0.0
2020-02-03,6.0,0.0,6.0,0.0,sante-publique-france,17383.0,362.0,0.0,0.0,0.0,0.0
2020-02-04,6.0,0.0,6.0,0.0,ministere-sante,20700.0,427.0,0.0,0.0,0.0,0.0
2020-02-05,6.0,0.0,6.0,0.0,sante-publique-france,24530.0,493.0,0.0,0.0,0.0,0.0
2020-02-06,6.0,0.0,0.0,0.0,sante-publique-france,28284.0,565.0,0.0,0.0,0.0,0.0
2020-02-07,11.0,0.0,6.0,0.0,sante-publique-france,31503.0,638.0,5.0,0.0,6.0,0.0
2020-02-08,11.0,0.0,11.0,0.0,sante-publique-france,34945.0,724.0,0.0,0.0,5.0,0.0
2020-02-09,11.0,0.0,11.0,0.0,ministere-sante,37592.0,814.0,0.0,0.0,0.0,0.0
2020-02-10,11.0,0.0,11.0,0.0,sante-publique-france,40553.0,910.0,0.0,0.0,0.0,0.0
2020-02-11,11.0,0.0,0.0,0.0,sante-publique-france,43118.0,1018.0,0.0,0.0,0.0,0.0
2020-02-12,11.0,0.0,9.0,2.0,sante-publique-france,45179.0,1116.0,0.0,0.0,9.0,2.0
2020-02-13,11.0,0.0,8.0,3.0,ministere-sante,60363.0,1371.0,0.0,0.0,0.0,1.0
2020-02-14,11.0,0.0,8.0,3.0,no-data,60363.0,1371.0,0.0,0.0,0.0,0.0
2020-02-15,12.0,1.0,7.0,4.0,ministere-sante,67000.0,1500.0,1.0,1.0,0.0,1.0
2020-02-16,12.0,1.0,7.0,4.0,no-data,67000.0,1500.0,0.0,0.0,0.0,0.0
2020-02-17,12.0,1.0,0.0,0.0,ministere-sante,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,12.0,1.0,0.0,0.0,no-data,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,12.0,1.0,4.0,7.0,ministere-sante,75284.0,2014.0,0.0,0.0,4.0,7.0
2020-02-20,12.0,1.0,0.0,0.0,sante-publique-france,75744.0,2128.0,0.0,0.0,0.0,0.0
2020-02-21,12.0,1.0,1.0,10.0,ministere-sante,76787.0,2248.0,0.0,0.0,1.0,10.0
2020-02-22,12.0,1.0,1.0,10.0,no-data,76787.0,2248.0,0.0,0.0,0.0,0.0
2020-02-23,12.0,1.0,1.0,10.0,ministere-sante,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,12.0,1.0,0.0,11.0,ministere-sante,80000.0,2620.0,0.0,0.0,0.0,1.0
2020-02-25,12.0,1.0,2.0,11.0,sante-publique-france,80134.0,2698.0,0.0,0.0,2.0,0.0
2020-02-26,17.0,2.0,4.0,12.0,sante-publique-france,81027.0,2764.0,5.0,1.0,2.0,1.0
2020-02-27,38.0,2.0,24.0,12.0,ministere-sante,82500.0,2810.0,21.0,0.0,20.0,0.0
2020-02-28,38.0,2.0,0.0,0.0,sante-publique-france,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,73.0,2.0,86.0,12.0,sante-publique-france,0.0,0.0,35.0,0.0,86.0,12.0
2020-03-01,130.0,2.0,116.0,12.0,ministere-sante,87500.0,3000.0,57.0,0.0,30.0,0.0
2020-03-02,178.0,3.0,0.0,0.0,sante-publique-france,0.0,0.0,48.0,1.0,0.0,0.0
2020-03-03,212.0,4.0,0.0,12.0,sante-publique-france,90663.0,3125.0,34.0,1.0,0.0,12.0
2020-03-04,285.0,4.0,0.0,0.0,sante-publique-france,93076.0,3202.0,73.0,0.0,0.0,0.0
2020-03-05,423.0,5.0,0.0,0.0,sante-publique-france,95315.0,3282.0,138.0,1.0,0.0,0.0
2020-03-06,613.0,9.0,0.0,0.0,sante-publique-france,98171.0,3385.0,190.0,4.0,0.0,0.0
2020-03-07,949.0,11.0,0.0,0.0,sante-publique-france,101855.0,3488.0,336.0,2.0,0.0,0.0
2020-03-08,1126.0,19.0,0.0,0.0,sante-publique-france,105828.0,3584.0,177.0,8.0,0.0,0.0
2020-03-09,1412.0,30.0,0.0,0.0,sante-publique-france,109695.0,3811.0,286.0,11.0,0.0,0.0
2020-03-10,1784.0,33.0,0.0,0.0,sante-publique-france,0.0,0.0,372.0,3.0,0.0,0.0
2020-03-11,2281.0,48.0,0.0,0.0,sante-publique-france,118628.0,4292.0,497.0,15.0,0.0,0.0
2020-03-12,2876.0,61.0,0.0,0.0,sante-publique-france,125518.0,4617.0,595.0,13.0,0.0,0.0
2020-03-13,3661.0,79.0,0.0,0.0,sante-publique-france,133860.0,4967.0,785.0,18.0,0.0,0.0
2020-03-14,4499.0,91.0,0.0,0.0,sante-publique-france,143247.0,5407.0,838.0,12.0,0.0,0.0
2020-03-15,5423.0,127.0,400.0,0.0,sante-publique-france,151363.0,5758.0,924.0,36.0,400.0,0.0
2020-03-16,6633.0,148.0,0.0,0.0,sante-publique-france,167414.0,6507.0,1210.0,21.0,0.0,0.0
2020-03-17,7730.0,175.0,2579.0,602.0,sante-publique-france,180160.0,7103.0,1097.0,27.0,2579.0,602.0
2020-03-18,9134.0,244.0,3626.0,1000.0,sante-publique-france,194213.0,7869.0,1404.0,69.0,1047.0,398.0
2020-03-19,10995.0,372.0,4461.0,1300.0,sante-publique-france,213254.0,8843.0,1861.0,128.0,835.0,300.0
2020-03-20,12612.0,450.0,5226.0,1587.0,sante-publique-france,242488.0,9885.0,1617.0,78.0,765.0,287.0
2020-03-21,14459.0,562.0,6172.0,0.0,sante-publique-france,271364.0,11252.0,1847.0,112.0,946.0,0.0
2020-03-22,16689.0,674.0,7240.0,2200.0,sante-publique-france,305275.0,12942.0,2230.0,112.0,1068.0,2200.0
2020-03-23,19856.0,860.0,8675.0,0.0,sante-publique-france,338307.0,14602.0,3167.0,186.0,1435.0,0.0
2020-03-24,22302.0,1100.0,10176.0,3281.0,sante-publique-france,378041.0,16365.0,2446.0,240.0,1501.0,3281.0
2020-03-25,25233.0,1331.0,11539.0,3900.0,sante-publique-france,416916.0,18865.0,2931.0,231.0,1363.0,619.0
2020-03-26,29155.0,1696.0,13904.0,4948.0,sante-publique-france,467710.0,20947.0,3922.0,365.0,2365.0,1048.0
2020-03-27,32964.0,1995.0,15732.0,0.0,sante-publique-france,528025.0,23672.0,3809.0,299.0,1828.0,0.0
2020-03-28,37575.0,2314.0,17620.0,0.0,sante-publique-france,591971.0,27090.0,4611.0,319.0,1888.0,0.0
2020-03-29,40174.0,2606.0,19354.0,0.0,ministere-sante,0.0,0.0,2599.0,292.0,1734.0,0.0
2020-03-30,44550.0,3024.0,21008.0,7924.0,ministere-sante,0.0,0.0,4376.0,418.0,1654.0,7924.0
2020-03-31,52128.0,3523.0,22757.0,9444.0,ministere-sante,0.0,0.0,7578.0,499.0,1749.0,1520.0
2020-04-01,56989.0,4032.0,24639.0,10935.0,ministere-sante,0.0,0.0,4861.0,509.0,1882.0,1491.0
2020-04-02,59105.0,4503.0,26246.0,12428.0,ministere-sante,0.0,0.0,2116.0,471.0,1607.0,1493.0
2020-04-03,64338.0,5091.0,27432.0,14008.0,ministere-sante,0.0,0.0,5233.0,588.0,1186.0,1580.0
2020-04-04,68605.0,5532.0,28143.0,15438.0,ministere-sante,0.0,0.0,4267.0,441.0,711.0,1430.0
2020-04-05,70478.0,5889.0,28891.0,16183.0,ministere-sante,0.0,0.0,1873.0,357.0,748.0,745.0
2020-04-06,74390.0,6494.0,29722.0,17250.0,ministere-sante,0.0,0.0,3912.0,605.0,831.0,1067.0
2020-04-07,78167.0,7091.0,30027.0,19337.0,ministere-sante,0.0,0.0,3777.0,597.0,305.0,2087.0
2020-04-08,82048.0,7632.0,30375.0,21254.0,ministere-sante,0.0,0.0,3881.0,541.0,348.0,1917.0
2020-04-09,86334.0,8044.0,30767.0,23206.0,ministere-sante,0.0,0.0,4286.0,412.0,392.0,1952.0
2020-04-10,90676.0,8598.0,31267.0,24932.0,ministere-sante,0.0,0.0,4342.0,554.0,500.0,1726.0
2020-04-11,93790.0,8943.0,31320.0,26391.0,ministere-sante,0.0,0.0,3114.0,345.0,53.0,1459.0
2020-04-12,95403.0,9253.0,31826.0,27186.0,ministere-sante,0.0,0.0,1613.0,310.0,506.0,795.0
2020-04-13,98076.0,9588.0,32113.0,27718.0,ministere-sante,0.0,0.0,2673.0,335.0,287.0,532.0
2020-04-14,103573.0,10129.0,32292.0,28805.0,ministere-sante,0.0,0.0,5497.0,541.0,179.0,1087.0
2020-04-15,106206.0,10643.0,31779.0,30995.0,ministere-sante,0.0,0.0,2633.0,514.0,0.0,2190.0
2020-04-16,108847.0,11060.0,31305.0,32812.0,ministere-sante,0.0,0.0,2641.0,417.0,0.0,1817.0
2020-04-17,109252.0,11478.0,31190.0,34420.0,ministere-sante,0.0,0.0,405.0,418.0,0.0,1608.0
2020-04-18,111821.0,11842.0,30639.0,35983.0,ministere-sante,0.0,0.0,2569.0,364.0,0.0,1563.0
2020-04-19,112606.0,12069.0,30610.0,36578.0,ministere-sante,0.0,0.0,785.0,227.0,0.0,595.0
2020-04-20,114657.0,12513.0,30584.0,37409.0,ministere-sante,0.0,0.0,2051.0,444.0,0.0,831.0
2020-04-21,117324.0,12900.0,30106.0,39181.0,ministere-sante,0.0,0.0,2667.0,387.0,0.0,1772.0
2020-04-22,119151.0,13236.0,29741.0,40657.0,ministere-sante,0.0,0.0,1827.0,336.0,0.0,1476.0
2020-04-23,120804.0,13547.0,29219.0,42088.0,ministere-sante,0.0,0.0,1653.0,311.0,0.0,1431.0
2020-04-24,122577.0,13852.0,28658.0,43493.0,ministere-sante,0.0,0.0,1773.0,305.0,0.0,1405.0
2020-04-25,124114.0,14050.0,28222.0,44594.0,ministere-sante,0.0,0.0,1537.0,198.0,0.0,1101.0
2020-04-26,124575.0,14202.0,28217.0,44903.0,ministere-sante,0.0,0.0,461.0,152.0,0.0,309.0
2020-04-27,128339.0,14497.0,28055.0,45513.0,ministere-sante,0.0,0.0,3764.0,295.0,0.0,610.0
2020-04-28,129859.0,14810.0,27484.0,46886.0,ministere-sante,0.0,0.0,1520.0,313.0,0.0,1373.0
2020-04-29,128442.0,15053.0,26834.0,48228.0,ministere-sante,0.0,0.0,0.0,243.0,0.0,1342.0
2020-04-30,129581.0,15244.0,26283.0,49476.0,ministere-sante,0.0,0.0,1139.0,191.0,0.0,1248.0
2020-05-01,130185.0,15369.0,25887.0,50212.0,ministere-sante,0.0,0.0,604.0,125.0,0.0,736.0
2020-05-02,130979.0,15487.0,25827.0,50562.0,ministere-sante,0.0,0.0,794.0,118.0,0.0,350.0
2020-05-03,131287.0,15583.0,25815.0,50784.0,ministere-sante,0.0,0.0,308.0,96.0,0.0,222.0
2020-05-04,131863.0,15826.0,25548.0,51371.0,ministere-sante,0.0,0.0,576.0,243.0,0.0,587.0
2020-05-05,132967.0,16060.0,24775.0,52736.0,ministere-sante,0.0,0.0,1104.0,234.0,0.0,1365.0
2020-05-06,137150.0,16237.0,23983.0,53972.0,ministere-sante,0.0,0.0,4183.0,177.0,0.0,1236.0
2020-05-07,137779.0,16386.0,23208.0,55027.0,ministere-sante,0.0,0.0,629.0,149.0,0.0,1055.0
2020-05-08,138421.0,16497.0,22724.0,55782.0,ministere-sante,0.0,0.0,642.0,111.0,0.0,755.0
2020-05-09,138854.0,16573.0,22614.0,56038.0,ministere-sante,0.0,0.0,433.0,76.0,0.0,256.0
2020-05-10,139063.0,16642.0,22569.0,56217.0,ministere-sante,0.0,0.0,209.0,69.0,0.0,179.0
2020-05-11,139519.0,16820.0,22284.0,56724.0,ministere-sante,0.0,0.0,456.0,178.0,0.0,507.0
2020-05-12,140227.0,17003.0,21595.0,57785.0,ministere-sante,0.0,0.0,708.0,183.0,0.0,1061.0
2020-05-13,140734.0,17101.0,21071.0,58673.0,ministere-sante,0.0,0.0,507.0,98.0,0.0,888.0
2020-05-14,141356.0,17224.0,20463.0,59605.0,ministere-sante,0.0,0.0,622.0,123.0,0.0,932.0
2020-05-15,141919.0,17342.0,19861.0,60448.0,ministere-sante,0.0,0.0,563.0,118.0,0.0,843.0
2020-05-16,142291.0,17412.0,19432.0,61066.0,ministere-sante,0.0,0.0,372.0,70.0,0.0,618.0
2020-05-17,142411.0,17466.0,19361.0,61213.0,ministere-sante,0.0,0.0,120.0,54.0,0.0,147.0
2020-05-18,142903.0,17589.0,19015.0,61728.0,ministere-sante,0.0,0.0,492.0,123.0,0.0,515.0
2020-05-19,143427.0,17714.0,18468.0,62563.0,ministere-sante,0.0,0.0,524.0,125.0,0.0,835.0
2020-05-20,143845.0,17812.0,17941.0,63354.0,ministere-sante,0.0,0.0,418.0,98.0,0.0,791.0
2020-05-21,144163.0,17870.0,17583.0,63858.0,ministere-sante,0.0,0.0,318.0,58.0,0.0,504.0
2020-05-22,144556.0,17944.0,17383.0,64209.0,ministere-sante,0.0,0.0,393.0,74.0,0.0,351.0
2020-05-23,144806.0,17987.0,17178.0,64547.0,ministere-sante,0.0,0.0,250.0,43.0,0.0,338.0
2020-05-24,144921.0,18022.0,17185.0,64617.0,ministere-sante,0.0,0.0,115.0,35.0,7.0,70.0
2020-05-25,145279.0,18112.0,16798.0,65199.0,ministere-sante,0.0,0.0,358.0,90.0,0.0,582.0
2020-05-26,145555.0,18195.0,16264.0,65879.0,ministere-sante,0.0,0.0,276.0,83.0,0.0,680.0
2020-05-27,145746.0,18260.0,15680.0,66584.0,ministere-sante,0.0,0.0,191.0,65.0,0.0,705.0
2020-05-28,149071.0,18326.0,15208.0,67191.0,ministere-sante,0.0,0.0,3325.0,66.0,0.0,607.0
2020-05-29,149668.0,18387.0,14695.0,67803.0,ministere-sante,0.0,0.0,597.0,61.0,0.0,612.0
2020-05-30,151496.0,18444.0,14380.0,68268.0,ministere-sante,0.0,0.0,1828.0,57.0,0.0,465.0
2020-05-31,151753.0,18475.0,14322.0,68355.0,ministere-sante,0.0,0.0,257.0,31.0,0.0,87.0
2020-06-01,152091.0,18506.0,14288.0,68440.0,ministere-sante,0.0,0.0,338.0,31.0,0.0,85.0
2020-06-02,151325.0,18590.0,14028.0,68812.0,ministere-sante,0.0,0.0,0.0,84.0,0.0,372.0
2020-06-03,151677.0,18671.0,13514.0,69455.0,ministere-sante,0.0,0.0,352.0,81.0,0.0,643.0
2020-06-04,152444.0,18715.0,13101.0,69976.0,ministere-sante,0.0,0.0,767.0,44.0,0.0,521.0
2020-06-05,153055.0,18761.0,12696.0,70504.0,ministere-sante,0.0,0.0,611.0,46.0,0.0,528.0
2020-06-06,153634.0,18792.0,12479.0,70806.0,ministere-sante,0.0,0.0,579.0,31.0,0.0,302.0
2020-06-07,153977.0,18805.0,12461.0,70842.0,ministere-sante,0.0,0.0,343.0,13.0,0.0,36.0
2020-06-08,154188.0,18859.0,12315.0,71062.0,ministere-sante,0.0,0.0,211.0,54.0,0.0,220.0
2020-06-09,154591.0,18912.0,11961.0,71506.0,ministere-sante,0.0,0.0,403.0,53.0,0.0,444.0
2020-06-10,155136.0,18935.0,11678.0,71832.0,ministere-sante,0.0,0.0,545.0,23.0,0.0,326.0
2020-06-11,155561.0,18962.0,11465.0,72149.0,ministere-sante,0.0,0.0,425.0,27.0,0.0,317.0
2020-06-12,156287.0,18990.0,11124.0,72572.0,ministere-sante,0.0,0.0,726.0,28.0,0.0,423.0
2020-06-13,156813.0,19014.0,10909.0,72808.0,ministere-sante,0.0,0.0,526.0,24.0,0.0,236.0
2020-06-14,157220.0,19023.0,10881.0,72859.0,ministere-sante,0.0,0.0,407.0,9.0,0.0,51.0
2020-06-15,157372.0,19052.0,10752.0,73044.0,ministere-sante,0.0,0.0,152.0,29.0,0.0,185.0
2020-06-16,157716.0,19090.0,10535.0,73335.0,ministere-sante,0.0,0.0,344.0,38.0,0.0,291.0
2020-06-17,158174.0,19118.0,10267.0,73667.0,ministere-sante,0.0,0.0,458.0,28.0,0.0,332.0
2020-06-18,158641.0,19146.0,10125.0,73887.0,ministere-sante,0.0,0.0,467.0,28.0,0.0,220.0
2020-06-19,159452.0,19160.0,9970.0,74117.0,ministere-sante,0.0,0.0,811.0,14.0,0.0,230.0
2020-06-20,160093.0,19176.0,9837.0,74312.0,ministere-sante,0.0,0.0,641.0,16.0,0.0,195.0
2020-06-21,160377.0,19183.0,9823.0,74372.0,ministere-sante,0.0,0.0,284.0,7.0,0.0,60.0
2020-06-22,160750.0,19206.0,9693.0,74612.0,ministere-sante,0.0,0.0,373.0,23.0,0.0,240.0
2020-06-23,161267.0,19232.0,9491.0,74871.0,ministere-sante,0.0,0.0,517.0,26.0,0.0,259.0
2020-06-24,161348.0,19243.0,9299.0,75127.0,ministere-sante,0.0,0.0,81.0,11.0,0.0,256.0
2020-06-25,161348.0,19264.0,9141.0,75351.0,ministere-sante,0.0,0.0,0.0,21.0,0.0,224.0
2020-06-26,162936.0,19290.0,8886.0,75649.0,ministere-sante,0.0,0.0,1588.0,26.0,0.0,298.0
2020-06-27,163454.0,19290.0,8886.0,75649.0,ministere-sante,0.0,0.0,518.0,0.0,0.0,0.0
2020-06-28,163980.0,19290.0,8886.0,75649.0,ministere-sante,0.0,0.0,526.0,0.0,0.0,0.0
2020-06-29,164260.0,19325.0,8688.0,75999.0,ministere-sante,0.0,0.0,280.0,35.0,0.0,350.0
2020-06-30,164801.0,19346.0,8536.0,76274.0,ministere-sante,0.0,0.0,541.0,21.0,0.0,275.0
2020-07-01,165719.0,19364.0,8336.0,76549.0,ministere-sante,0.0,0.0,918.0,18.0,0.0,275.0
2020-07-02,166378.0,19378.0,8148.0,76802.0,ministere-sante,0.0,0.0,659.0,14.0,0.0,253.0
2020-07-03,166960.0,19396.0,7990.0,77060.0,ministere-sante,0.0,0.0,582.0,18.0,0.0,258.0
2020-07-04,167711.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,751.0,0.0,0.0,0.0
2020-07-05,168159.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,448.0,0.0,0.0,0.0
2020-07-06,168335.0,19423.0,7850.0,77319.0,ministere-sante,0.0,0.0,176.0,19423.0,7850.0,77319.0
2020-07-07,168810.0,19457.0,7594.0,77655.0,ministere-sante,0.0,0.0,475.0,34.0,0.0,336.0
2020-07-08,169473.0,19489.0,7297.0,77996.0,ministere-sante,0.0,0.0,663.0,32.0,0.0,341.0
2020-07-09,170094.0,19503.0,7177.0,78170.0,ministere-sante,0.0,0.0,621.0,14.0,0.0,174.0
2020-07-10,170752.0,19528.0,7062.0,78388.0,ministere-sante,0.0,0.0,658.0,25.0,0.0,218.0
2020-07-11,171504.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,752.0,0.0,0.0,0.0
2020-07-12,172089.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,585.0,0.0,0.0,0.0
2020-07-13,172377.0,19553.0,6983.0,78597.0,ministere-sante,0.0,0.0,288.0,19553.0,6983.0,78597.0
2020-07-14,172888.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,511.0,0.0,0.0,0.0
2020-07-15,173304.0,19579.0,6915.0,78820.0,ministere-sante,0.0,0.0,416.0,19579.0,6915.0,78820.0
2020-07-16,173838.0,19597.0,6796.0,79036.0,ministere-sante,0.0,0.0,534.0,18.0,0.0,216.0
2020-07-17,174674.0,19611.0,6688.0,79244.0,ministere-sante,0.0,0.0,836.0,14.0,0.0,208.0
2020-07-18,175639.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,965.0,0.0,0.0,0.0
2020-07-19,176404.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,765.0,0.0,0.0,0.0
2020-07-20,176754.0,19636.0,6589.0,79541.0,ministere-sante,0.0,0.0,350.0,19636.0,6589.0,79541.0
2020-07-21,177338.0,19649.0,6482.0,79734.0,ministere-sante,0.0,0.0,584.0,13.0,0.0,193.0
2020-07-22,178336.0,19656.0,6366.0,79957.0,ministere-sante,0.0,0.0,998.0,7.0,0.0,223.0
2020-07-23,179398.0,19666.0,5957.0,80472.0,ministere-sante,0.0,0.0,1062.0,10.0,0.0,515.0
2020-07-24,180528.0,19676.0,5720.0,80815.0,ministere-sante,0.0,0.0,1130.0,10.0,0.0,343.0
2020-07-25,0.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-26,0.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-27,183079.0,19693.0,5655.0,81082.0,ministere-sante,0.0,0.0,183079.0,19693.0,5655.0,81082.0
2020-07-28,183804.0,19708.0,5551.0,81311.0,ministere-sante,0.0,0.0,725.0,15.0,0.0,229.0
2020-07-29,185196.0,19723.0,5450.0,81500.0,ministere-sante,0.0,0.0,1392.0,15.0,0.0,189.0
2020-07-30,186573.0,19739.0,5375.0,81667.0,ministere-sante,0.0,0.0,1377.0,16.0,0.0,167.0
2020-07-31,187919.0,19750.0,5298.0,81881.0,ministere-sante,0.0,0.0,1346.0,11.0,0.0,214.0
2020-08-01,189547.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,1628.0,0.0,0.0,0.0
2020-08-02,190739.0,0.0,0.0,0.0,ministere-sante,0.0,0.0,1192.0,0.0,0.0,0.0
2020-08-03,191295.0,19779.0,5198.0,82166.0,ministere-sante,0.0,0.0,556.0,19779.0,5198.0,82166.0
